,intent,source,target
196,flight,show me flights from pittsburgh to atlanta on monday afternoon,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day
197,flight,show me the flight with the smallest seating capacity which leaves pittsburgh and arrives in baltimore on june fourteenth,O O O O O O B-mod O O O O B-fromloc.city_name O O O B-toloc.city_name O B-arrive_date.month_name B-arrive_date.day_number
198,flight,show all flights from boston to denver on july thirty first,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number
199,flight,are there any flights before 12 noon on june fifteenth from long beach to columbus,O O O O B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-depart_date.month_name B-depart_date.day_number O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
200,flight,list daily flights from boston to atlanta,O B-flight_days O O B-fromloc.city_name O B-toloc.city_name
201,flight,on a flight from san francisco to atlanta that leaves before 8 am is there such a flight,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_time.time_relative B-depart_time.time I-depart_time.time O O O O O
202,flight_time,on united airlines give me the flight times from boston to dallas,O B-airline_name I-airline_name O O O B-flight_time I-flight_time O B-fromloc.city_name O B-toloc.city_name
203,ground_service,ground transportation minneapolis,O O B-city_name
204,airline,show me airline abbreviations,O O O O
205,quantity,how many flights does delta have with a class of service code f,O O O O B-airline_name O O O O O O O B-fare_basis_code
206,flight,please list all the arriving and departing flights from general mitchell international,O O O O O O O O O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name
207,flight,i would like to see the flights from denver to philadelphia please,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O
208,flight,does eastern airlines fly early in the morning between logan and bwi,O B-airline_name I-airline_name O B-depart_time.period_mod O O B-depart_time.period_of_day O B-fromloc.airport_name O B-toloc.airport_code
209,flight,what flights leave phoenix on american airlines,O O O B-fromloc.city_name O B-airline_name I-airline_name
210,airline,can you list all the airlines that have flights from boston to san francisco,O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
211,flight,flights from nashville to orlando daily,O O B-fromloc.city_name O B-toloc.city_name B-flight_days
212,flight,show me first class flights from pittsburgh to san francisco on friday,O O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name
213,flight,i need the earliest flight from denver to boston that serves dinner,O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O O B-meal_description
214,flight,from toronto to atlanta in the afternoon,O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day
215,flight,please list the friday afternoon flights from san jose to dallas on american airlines,O O O B-depart_date.day_name B-depart_time.period_of_day O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name
216,ground_service,is there ground transportation in boston from the airport,O O O O O B-city_name O O O
217,flight,show first flight from pittsburgh to atlanta on wednesday,O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
218,flight,i 'm sorry i wanted to fly twa is there a flight between oakland and boston with a stopover in dallas fort worth on twa,O O O O O O O B-airline_code O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name I-stoploc.city_name I-stoploc.city_name O B-airline_code
219,flight,show me all flights from san francisco to la guardia nonstop,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.airport_name I-toloc.airport_name B-flight_stop
220,flight,what flights are there from pittsburgh to los angeles,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
221,ground_service,what kind of ground transportation is there in washington dc,O O O O O O O O B-city_name B-state_code
222,flight,what is the least expensive flight available from dallas fort worth to san francisco,O O O B-cost_relative I-cost_relative O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name
223,abbreviation,what does the fare code f mean,O O O O O B-fare_basis_code O
224,flight,what 's the most expensive way i can fly to washington,O O O B-cost_relative I-cost_relative O O O O O B-toloc.city_name
225,flight,what flights from houston to milwaukee on friday on american airlines,O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O B-airline_name I-airline_name
226,ground_service,what is the schedule of ground transportation from the airport in philadelphia into downtown,O O O B-flight_time O O O O O O O B-fromloc.city_name O O
227,flight,show me a list of flights from san francisco to boston for august thirtieth,O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number
228,flight,show me the least expensive flight from miami to cleveland on sunday after noon,O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.time_relative B-depart_time.time
229,airfare,how much does it cost to go from downtown to logan airport,O O O O O O O O O O B-toloc.airport_name I-toloc.airport_name
230,flight,what flights are there from newark to tampa,O O O O O B-fromloc.city_name O B-toloc.city_name
231,flight,i want a flight from philadelphia to dallas that at least has one stop,O O O O O B-fromloc.city_name O B-toloc.city_name O O B-mod O B-flight_stop I-flight_stop
232,flight,show flights from denver to oakland arriving between 12 and 1 o'clock,O O O B-fromloc.city_name O B-toloc.city_name O O B-arrive_time.start_time O B-arrive_time.end_time I-arrive_time.end_time
233,airfare,what is the fare from san francisco to dallas fort worth on delta flight 852,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O B-airline_name O B-flight_number
234,flight,flights from newark new jersey to cleveland ohio,O O B-fromloc.city_name B-fromloc.state_name I-fromloc.state_name O B-toloc.city_name B-toloc.state_name
235,flight,give me flights from denver to baltimore,O O O O B-fromloc.city_name O B-toloc.city_name
236,flight,show the flights from denver to san francisco,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
237,flight,show me flights denver to washington dc on thursday,O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O B-depart_date.day_name
238,flight,please list the thursday morning flights from st. louis to st. paul,O O O B-depart_date.day_name B-depart_time.period_of_day O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name
239,flight,what flight do you have from pittsburgh to san francisco on the morning of august twenty seventh,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_time.period_of_day O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number
240,flight,what are the flights from boston to atlanta,O O O O O B-fromloc.city_name O B-toloc.city_name
241,flight,what flights from baltimore to san francisco arrive before 8 pm in san francisco,O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O B-toloc.city_name I-toloc.city_name
242,flight,show me the flights from pittsburgh to san francisco for thursday night or friday,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day B-or B-depart_date.day_name
243,flight,get me a first class flight on american to san francisco on tuesday next week,O O O B-class_type I-class_type O O B-airline_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name B-depart_date.date_relative O
244,ground_service,ground transportation in westchester county,O O O B-city_name I-city_name
245,flight,what flights are there from atlanta to baltimore,O O O O O B-fromloc.city_name O B-toloc.city_name
246,flight,i 'd like to fly from dallas to san francisco at approximately 615 pm,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time
247,airfare,list the fares of us air flights from boston to philadelphia,O O O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name
248,flight,list flights from phoenix to detroit on thursday june twenty fourth,O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number
249,flight,what flights from miami to indianapolis on sunday,O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
250,flight,now show me the flights from memphis to cleveland,O O O O O O B-fromloc.city_name O B-toloc.city_name
251,flight,can you give me information on all the flights from san francisco no from pittsburgh to san francisco on monday,O O O O O O O O O O B-fromloc.city_name I-fromloc.city_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name
252,flight,could you find me a flight from boston to san francisco that stops in denver,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-stoploc.city_name
253,flight,flights from cleveland to miami,O O B-fromloc.city_name O B-toloc.city_name
254,flight,give me the flights from pittsburgh to los angeles thursday evening,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_date.day_name B-depart_time.period_of_day
255,flight,please list all of the flights leaving atlanta heading to baltimore after 8 pm wednesday and before 9 am thursday,O O O O O O O B-fromloc.city_name O O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time B-depart_date.day_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time B-depart_date.day_name
256,flight,show me flights from seattle to san francisco that leave after 5 pm,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_time.time_relative B-depart_time.time I-depart_time.time
257,flight,show me the flights that go from tacoma to miami,O O O O O O O B-fromloc.city_name O B-toloc.city_name
258,airline,which airline can fly me from atlanta to denver to san francisco,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-toloc.city_name I-toloc.city_name
259,flight,are there any flights from denver to pittsburgh with stops in atlanta,O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-stoploc.city_name
260,flight,list all the flights that arrive at general mitchell international,O O O O O O O B-toloc.airport_name I-toloc.airport_name I-toloc.airport_name
261,abbreviation,what is fare code h,O O O O B-fare_basis_code
262,flight,what flights from salt lake city to new york city arrive next saturday before 6 pm,O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O B-arrive_date.date_relative B-arrive_date.day_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time
263,flight,flights from nashville to seattle,O O B-fromloc.city_name O B-toloc.city_name
264,airfare,show me fares from seattle to minneapolis,O O O O B-fromloc.city_name O B-toloc.city_name
